,mean,10104,10107,10138,10145,10516,10696,10909,11308,11403,11404,11600,11618,11674,11762,11786,11850,11891,11955,12052,12060,12062,12073,12084,12308,12345,12369,12448,12449,12490,12542,12558,12622,12623,12650,12872,12981,13035,13103,13323,13356,13407,13447,13586,13641,13721,13760,13788,13856,13901,13911,13928,13936,13949,13963,13964,14008,14277,14295,14297,14338,14541,14542,14579,14593,14702,14704,14714,14763,14776,14882,14889,14939,15069,15202,15291,15408,15488,15579,15707,15720,15850,16600,16678,17005,17144,17478,17743,17750,17830,18163,18411,18542,18729,19166,19350,19393,19502,19561,19583,20482,21020,21178,21186,21207,21371,21573,21776,21792,21936,22103,22111,22293,22509,22517,22592,22752,22779,23026,23229,23393,23473,23536,23579,23660,23712,23819,23931,24010,24053,24109,24205,24643,24766,24985,25081,25232,25320,25419,25582,25785,25953,26403,26710,26825,27828,27887,27959,27991,28222,28388,28484,28804,29946,30681,32870,32986,34032,34746,34817,34833,35044,35554,36003,36468,37584,38093,38156,38703,38762,39490,39642,39917,40125,40272,40539,41080,41355,42200,42585,42877,42906,43350,43449,43553,44206,44329,44601,44644,45356,45751,45911,46578,46674,46703,46886,47896,48486,48506,48653,48725,49015,49154,49656,49680,50876,51369,52038,52090,52230,52329,52476,52695,52708,52978,53065,53613,54148,55976,56274,56573,57568,57665,57904,58246,58413,58683,58819,59010,59176,59248,59300,59328,59408,59459,60097,60206,60442,60506,60599,60628,60871,60943,60986,61241,61399,61516,61621,62092,62148,62308,62498,63467,64186,64282,64311,64390,64653,64936,64995,65402,65541,65875,65947,66093,66157,66181,66384,66800,67598,69032,69649,69796,70519,70578,71563,72726,73139,75034,75107,75154,75186,75241,75341,75510,75591,75607,75694,75819,75825,75828,75912,76076,76082,76095,76185,76201,76226,76230,76605,76614,76709,76712,76744,76795,76841,77037,77129,77178,77274,77338,77357,77496,77605,77649,77661,77702,77730,78975,78987,79057,79103,79145,79323,79545,79547,79637,79678,79698,79782,79785,79906,80080,80100,80183,80191,80204,80286,80320,80381,80563,80681,81045,81055,81061,81285,81481,81540,81655,81677,81696,81736,81774,82303,82307,82515,82581,82598,82642,82651,82686,82775,83143,83443,83621,84129,84373,84381,84761,84767,84769,84788,85035,85058,85072,85257,85269,85348,85459,85592,85621,85631,85663,85753,85792,85913,85914,85926,86111,86136,86158,86228,86339,86356,86580,86783,86868,86964,86979,86996,87055,87137,87267,87299,87432,87445,87447,87541,87657,87717,87842,88031,88281,88352,88446,88661,88664,88837,88860,88873,89003,89006,89017,89070,89071,89179,89195,89217,89258,89269,89393,89508,89525,89533,89617,89626,89866,90038,90071,90199,90215,90248,90305,90319,90373,90386,90454,90455,90505,90520,90601,90664,90805,90808,90829,90880,90979,90993,91041,91068,91103,91152,91233,91416,91461,91547,91556,91668,91849,91926,91937,92121,92157,92322,92402,92602,92611,92614,92655,92778,93002,93089,93096,93132,93246,93429,93436
10104,0.02095577,0.02095577,0.018042223,0.016959324,0.012696764,0.007059316,0.015332999,0.023069694,0.007727623,0.014933887,0.006669402,0.012647793,0.017973694,0.007268962,0.011680175,0.01912694,0.00532311,0.017107825,0.011751339,0.014515496,0.005908051,0.008390471,0.014915366,0.028354696,0.026079824,0.018874374,0.007300645,0.016014586,0.021479725,0.006862456,0.002734523,-0.000694655,0.019632375,0.015582809,0.022862253,0.015399922,0.020004502,0.016177225,0.024255102,0.061256722,0.014644057,0.026342292,0.034902897,0.010100466,0.021242738,0.017012282,0.010603256,0.018697932,0.008310901,0.011527214,0.017601914,0.007465458,0.012274202,0.024273421,0.005824304,0.005538022,0.015346865,0.005714453,0.013280618,0.013796903,0.013157054,0.007209251,0.016311831,0.051299588,0.023332003,0.021924007,0.016902647,0.026185354,0.026150853,0.011646881,0.057792261,0.012543169,0.020613254,0.006494121,0.009822859,0.045374507,-0.006091581,0.030122242,0.016949473,0.010554922,0.006980361,0.045678622,0.009480931,0.009700776,0.007878532,0.006700247,0.013257802,0.011386443,0.007443629,0.010993588,0.008721745,0.00889315,0.013697973,0.009744229,0.011417275,0.013146096,0.007140372,0.008970096,0.009770393,0.003966509,0.010066079,0.003629007,0.01273381,0.006723177,0.007016097,0.009328644,0.006582469,0.007835763,0.006801927,0.009285246,0.008577536,0.009410651,0.012873847,0.009710409,0.006758951,0.007892131,0.007970032,0.010191684,0.005610861,0.00621404,0.012427719,0.009549282,0.008235284,0.010801671,0.013959706,0.008019012,0.008220806,0.008009812,0.007555338,0.006730989,0.00668017,0.011181527,0.007043281,0.013226313,0.006368702,0.009460863,0.013076076,0.005567105,0.011012466,0.013529562,0.009232487,0.01079309,0.010113444,0.005773034,0.005370172,0.012095121,0.00905029,0.006802996,0.00833053,0.010830638,0.010611747,0.006913242,0.011055864,0.011372859,0.01140932,0.009800395,0.008990723,0.010261406,0.011526513,0.011284328,0.007495013,0.007679937,0.010949496,0.012412461,0.013899244,0.011526955,0.011408721,0.012597346,0.010706088,0.008589913,0.012135425,0.010577967,0.008469003,0.010726209,0.006278516,0.017257737,0.016035672,0.013649028,0.011808575,0.00732505,0.013968549,0.009209156,0.010332827,0.010830588,0.013468372,0.006859472,0.012490634,0.010526235,0.010877892,0.010151776,0.00862192,0.028363307,0.0106513,0.007295174,0.011784683,0.022419502,0.014353271,0.026498527,0.013747874,0.014840033,0.011926795,0.011024923,0.012697344,0.011339848,0.016088633,0.009139229,0.020909053,0.00991275,0.011099674,0.015608609,0.011816166,0.012767966,0.011012728,0.017484393,0.011385514,0.008142296,0.022920301,0.016222923,0.00930334,0.006844451,0.01158203,0.012845081,0.016166267,0.013309512,0.010414278,0.009085549,0.013066612,0.007891468,0.012288719,0.011722431,0.00783276,0.009403715,0.014991264,0.010522212,0.008682583,0.011798619,0.009207736,0.010792846,0.014316431,0.004782399,0.011772525,0.019802502,0.011393435,0.006111855,0.025506981,0.018409049,0.015227874,0.016378947,0.012785858,0.012602925,0.009491088,0.014610128,0.015457218,0.014274196,0.012248947,0.010952793,0.014783567,0.01325112,0.007466476,0.007203789,0.015606538,0.017579609,0.005994199,0.010915409,0.005756055,0.010868836,0.014701718,0.021003508,0.008758731,0.009635482,0.013275986,0.016288403,0.018971987,0.009781163,0.013168588,0.010365032,0.011167605,0.015626088,0.00541992,0.024681674,0.010183406,0.01981573,0.013479027,0.011594633,0.022095979,0.014412543,0.016826658,0.019982841,0.015350774,0.012255941,0.020614484,0.01874505,0.020509547,0.011140199,0.019660549,0.018588735,0.020126132,0.008934982,0.017018752,0.01544705,0.030315488,0.022250021,0.014227401,0.021456981,0.01657359,0.02215719,0.017041768,0.009824909,0.02409948,0.018493916,0.017488885,0.013380445,0.013817787,0.009614168,0.016770914,0.016716734,0.020464122,0.00808989,0.020747958,0.022820506,0.010597485,0.017735085,0.016146888,0.009133295,0.011366979,0.009047332,0.016608196,0.021151477,0.016162369,0.007965174,0.021812781,0.028503064,0.009683546,0.010068721,0.010266027,0.013428049,0.010307236,0.018789711,0.020696502,0.010337412,0.028519798,0.011921761,0.011582681,0.015292901,0.010487015,0.0152718,0.018179727,0.014480908,0.013975218,0.011447812,0.018572159,0.022908523,0.01313208,0.00985172,0.016584171,0.023315372,0.011126403,0.024302991,0.013480621,0.017304081,0.02735868,0.010945058,0.011688824,0.008049,0.019066304,0.01136478,0.0147758,0.014260934,0.022234284,0.011826846,0.019282912,0.038728362,0.028343668,0.009167272,0.008570605,0.014785484,0.014568709,0.013434963,0.013131235,0.010466376,0.016926341,0.016997602,0.019779078,0.025088241,0.018205369,0.010812681,0.028313942,0.00839778,0.016615985,0.008649571,0.029514042,0.009967921,0.019490347,0.024211247,0.036484447,0.02377997,0.009191861,0.024200905,0.014503282,0.030175171,0.012482293,0.007102064,0.019280993,0.016451389,0.012287549,0.01937138,0.006348823,0.014011154,0.019929688,0.016689736,0.009094443,0.029321338,0.013106719,0.030712939,0.024612769,0.016205789,0.023846972,0.016747943,0.031251766,0.018422661,0.011515707,0.007068739,0.009174595,0.009499726,0.015008043,0.014629711,0.011931235,0.013394576,0.010574923,0.020223372,0.040382788,0.016671484,0.011185046,0.022601216,0.0324898,0.01926558,0.016483722,0.012114721,0.010276712,0.0182919,0.0255646,0.025133442,0.016315713,0.020921696,0.017562397,0.01051096,0.022148242,0.025367343,0.017656769,0.017353354,0.017121184,0.031307668,0.011350655,0.017018813,0.021284363,0.014895829,0.017649104,0.019825485,0.01776954,0.023898135,0.014890675,0.025516603,0.028487411,0.013045106,0.00464977,0.009053049,0.022327576,0.021425823,0.016185436,0.01338107,0.013374146,0.014563221,0.013201565,0.020989907,0.021571133,0.008829629,0.019655563,0.016059191,0.019922123,0.012905281,0.028226309,0.016065901,0.01890148,0.026839547,0.029718519,0.012248144,0.054498749
10107,0.018042223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10138,0.016959324,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10145,0.012696764,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10516,0.007059316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10696,0.015332999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10909,0.023069694,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11308,0.007727623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11403,0.014933887,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
